experiment,participant_id,age,trial_order,stimulus,response
1word,852947,66.0,66,"Alice yelled at Flavia and Flavia yelled at Alice's sister. Alice's sister was greeted by Alice. In this context, was Alice greeted? (Answer using just one word)",no
1word,852953,38.0,1,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, was Jack trained? (Answer using just one word)",no
1word,852953,38.0,2,"John saw Lucy and Alice was seen by Lucy. Alice saw John. In this context, did Lucy see anyone? (Answer using just one word)",no
1word,852953,38.0,3,"John saw Lucy and Alice was seen by Lucy. Lucy saw John. In this context, was Lucy seen? (Answer using just one word)",yes
1word,852953,38.0,4,"Luis leaves Roy and Laura is left by Roy. Roy is kissed by Laura. In this context, was Laura kissed? (Answer using just one word)",no
1word,852953,38.0,5,"Bill directed John and Bob was directed by John. John was directed by Bill. In this context, did John direct anyone? (Answer using just one word)",yes
1word,852953,38.0,6,"Luis leaves Roy and Laura is left by Roy. Roy is kissed by Laura. In this context, was Laura kissed? (Answer using just one word)",no
1word,852953,38.0,7,"John discussed with Ricky and Ricky called Bill. Bill was called by John. In this context, did Bill call Ricky? (Answer using just one word)",no
1word,852953,38.0,8,"Paul was helped by Mary and Steve and Anthony was helped by Franck. In this context, did Steve help anyone? (Answer using just one word)",yes
1word,852953,38.0,9,"John and Samantha called Mary and Luis was called by Lucy and Mary. In this context, was Lucy called by anyone? (Answer using just one word)",no
1word,852953,38.0,10,"Cleo kissed Alice and Alice was kissed by Mary. Cleo and Alice were kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",no
1word,852953,38.0,11,"Paul was helped by Mary and Steve and Anthony was helped by Franck. In this context, did Steve help anyone? (Answer using just one word)",yes
1word,852953,38.0,12,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, was Jack trained? (Answer using just one word)",no
1word,852953,38.0,13,"John and Samantha called Mary and Luis was called by Lucy and Mary. In this context, was Lucy called by anyone? (Answer using just one word)",no
1word,852953,38.0,14,"Bill and Alice helped Mary and Mary was helped by Luis and Samuel. In this context, was Samuel helped? (Answer using just one word)",no
1word,852953,38.0,15,"Flavia and Jack avoided Mary and Franck was avoided by Lucy and Flavia. In this context, did Franck avoid anyone? (Answer using just one word)",no
1word,852953,38.0,16,"Jessica and Mary were cooked for by Alice. Jessica was cooked for by Samuel and Andrew was cooked for by Mary. In this context, was Mary cooked for? (Answer using just one word)",yes
1word,852953,38.0,17,"Molly saw Mary hugging John and Molly was hugged by Mary. In this context, did Molly hug John? (Answer using just one word)",no
1word,852953,38.0,18,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,852953,38.0,19,"Flavia and Jack avoided Mary and Franck was avoided by Lucy and Flavia. In this context, did Franck avoid anyone? (Answer using just one word)",no
1word,852953,38.0,20,"Anne was hugged by Emilio and Jack and Walter was hugged by Franck. In this context, did Emilio hug anyone? (Answer using just one word)",yes
1word,852953,38.0,21,"Jessica and Mary were cared for by Alice. Jessica was cared for by Samuel and Andrew was cared for by Mary. In this context, was Mary cared for? (Answer using just one word)",yes
1word,852953,38.0,22,"Luis leaves Roy and Laura is left by Roy. Roy is kissed by Laura. In this context, was Laura kissed? (Answer using just one word)",no
1word,852953,38.0,23,"Anne was hugged by Emilio and Jack and Walter was hugged by Franck. In this context, did Emilio hug anyone? (Answer using just one word)",yes
1word,852953,38.0,24,"Mary was kissed by Molly and Franck. In this context, was Molly kissed? (Answer using just one word)",no
1word,852953,38.0,25,"Andrew and Molly were laughed at by Lucy. Smith was laughed at by Samuel and Andrew was laughed at by Molly. In this context, was Andrew laughed at? (Answer using just one word)",yes
1word,852953,38.0,26,"Jessica and Mary were cared for by Alice. Jessica was cared for by Samuel and Andrew was cared for by Mary. In this context, was Mary cared for? (Answer using just one word)",yes
1word,852953,38.0,27,"Pascual and John chased Luis and Luis was chased by Francesco and Bill. In this context, was Pascual chased? (Answer using just one word)",no
1word,852953,38.0,28,"Elena scolded Molly and Sarah was scolded by Molly. In this context, did Molly scold anyone? (Answer using just one word)",yes
1word,852953,38.0,29,"John and Samantha called Mary and Luis was called by Lucy and Mary. In this context, was Lucy called by anyone? (Answer using just one word)",yes
1word,852953,38.0,30,"John discussed with Ricky and Ricky called Bill. Bill was called by John. In this context, did Bill call Ricky? (Answer using just one word)",no
1word,852953,38.0,31,"Walter emailed Kora and Lucy was emailed by Kora. Kora was emailed by Lucy. In this context, did Kora email anyone? (Answer using just one word)",yes
1word,852953,38.0,32,"Cleo kissed Alice and Alice was kissed by Mary. Cleo and Alice were kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",no
1word,852953,38.0,33,"Molly saw Mary hugging John and Molly was hugged by Mary. In this context, did Molly hug John? (Answer using just one word)",no
1word,852953,38.0,34,"Paul was helped by Mary and Steve and Anthony was helped by Franck. In this context, did Steve help anyone? (Answer using just one word)",yes
1word,852953,38.0,35,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,852953,38.0,36,"Molly saw Mary hugging John and Molly was hugged by Mary. In this context, did Molly hug John? (Answer using just one word)",no
1word,852953,38.0,37,"John discussed with Ricky and Ricky called Bill. Bill was called by John. In this context, did Bill call Ricky? (Answer using just one word)",no
1word,852953,38.0,38,"Flavia and Jack avoided Mary and Franck was avoided by Lucy and Flavia. In this context, did Franck avoid anyone? (Answer using just one word)",no
1word,852953,38.0,39,"Bill and Alice helped Mary and Mary was helped by Luis and Samuel. In this context, was Samuel helped? (Answer using just one word)",no
1word,852953,38.0,40,"Bill directed John and Bob was directed by John. John was directed by Bill. In this context, did John direct anyone? (Answer using just one word)",yes
1word,852953,38.0,41,"Bill and Alice helped Mary and Mary was helped by Luis and Samuel. In this context, was Samuel helped? (Answer using just one word)",no
1word,852953,38.0,42,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, was Jack trained? (Answer using just one word)",no
1word,852953,38.0,43,"John saw Lucy and Alice was seen by Lucy. Alice saw John. In this context, did Lucy see anyone? (Answer using just one word)",yes
1word,852953,38.0,44,"Andrew and Molly were laughed at by Lucy. Smith was laughed at by Samuel and Andrew was laughed at by Molly. In this context, was Andrew laughed at? (Answer using just one word)",yes
1word,852953,38.0,45,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,852953,38.0,46,"Cleo kissed Alice and Alice was kissed by Mary. Cleo and Alice were kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",no
1word,852953,38.0,47,"Jessica and Mary were cooked for by Alice. Jessica was cooked for by Samuel and Andrew was cooked for by Mary. In this context, was Mary cooked for? (Answer using just one word)",yes
1word,852953,38.0,48,"Mary was kissed by Molly and Franck. In this context, was Molly kissed? (Answer using just one word)",no
1word,852953,38.0,49,"Pascual and John chased Luis and Luis was chased by Francesco and Bill. In this context, was Pascual chased? (Answer using just one word)",no
1word,852953,38.0,50,"Elena scolded Molly and Sarah was scolded by Molly. In this context, did Molly scold anyone? (Answer using just one word)",yes
1word,852953,38.0,51,"John saw Lucy and Alice was seen by Lucy. Lucy saw John. In this context, was Lucy seen? (Answer using just one word)",yes
1word,852953,38.0,52,"John saw Lucy and Alice was seen by Lucy. Alice saw John. In this context, did Lucy see anyone? (Answer using just one word)",yes
1word,852953,38.0,53,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,852953,38.0,54,"Jessica and Mary were cared for by Alice. Jessica was cared for by Samuel and Andrew was cared for by Mary. In this context, was Mary cared for? (Answer using just one word)",yes
1word,852953,38.0,55,"Walter emailed Kora and Lucy was emailed by Kora. Kora was emailed by Lucy. In this context, did Kora email anyone? (Answer using just one word)",yes
1word,852953,38.0,56,"Bill directed John and Bob was directed by John. John was directed by Bill. In this context, did John direct anyone? (Answer using just one word)",yes
1word,852953,38.0,57,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,852953,38.0,58,"Walter emailed Kora and Lucy was emailed by Kora. Kora was emailed by Lucy. In this context, did Kora email anyone? (Answer using just one word)",yes
1word,852953,38.0,59,"Andrew and Molly were laughed at by Lucy. Smith was laughed at by Samuel and Andrew was laughed at by Molly. In this context, was Andrew laughed at? (Answer using just one word)",yes
1word,852953,38.0,60,"Pascual and John chased Luis and Luis was chased by Francesco and Bill. In this context, was Pascual chased? (Answer using just one word)",no
1word,852953,38.0,61,"John saw Lucy and Alice was seen by Lucy. Lucy saw John. In this context, was Lucy seen? (Answer using just one word)",yes
1word,852953,38.0,62,"Anne was hugged by Emilio and Jack and Walter was hugged by Franck. In this context, did Emilio hug anyone? (Answer using just one word)",no
1word,852953,38.0,63,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,852953,38.0,64,"Jessica and Mary were cooked for by Alice. Jessica was cooked for by Samuel and Andrew was cooked for by Mary. In this context, was Mary cooked for? (Answer using just one word)",yes
1word,852953,38.0,65,"Elena scolded Molly and Sarah was scolded by Molly. In this context, did Molly scold anyone? (Answer using just one word)",yes
1word,852953,38.0,66,"Mary was kissed by Molly and Franck. In this context, was Molly kissed? (Answer using just one word)",no
1word,853882,20.0,1,"Andrew and Molly were laughed at by Lucy. Smith was laughed at by Samuel and Andrew was laughed at by Molly. In this context, was Andrew laughed at? (Answer using just one word)",yes
1word,853882,20.0,2,"Anne was hugged by Emilio and Jack and Walter was hugged by Franck. In this context, did Emilio hug anyone? (Answer using just one word)",yes
1word,853882,20.0,3,"John discussed with Ricky and Ricky called Bill. Bill was called by John. In this context, did Bill call Ricky? (Answer using just one word)",no
